content,label
"phải nói là, chất không đẹp lắm nhưng không sao vì rẻ không có gì đặc biệt 😐 #926",neutral
"cảm giác là, đến lạy shopee tạm ổn 😶 #7a2",neutral
"phải nói là, quần đẹp lắm không có gì đặc biệt 😐 #dae",neutral
"theo mình, mọi người nên suy nghĩ kĩ trc khi đặt hàng kẻo lại thiếu hàng ghét lắm 😠 #42c",negative
áo mặc chật lưng nhưng cúp ngực bè ngang ko ôm sát,negative
"cảm giác là, hai l khoác cả 1 sơmi 1 áo mua mình size và đều tạm ổn 🤔 #57a",neutral
mặc vào rất khó chịu,negative
"theo mình, nhìn hình tưởng áo màu trắng tinh nhưng lại là màu ngà mình ko thích rất tệ 😠 #adf",negative
"mình thấy, chất hơi cứng chút nhưng vẫn tương xứng với giá tiền chưa rõ 🤔 #043",neutral
"đúng là, đóng gói sản phẩm tạm được đóng gói sản phẩm sơ xài kém chất lượng 😞 #ff1",negative
lần 2 mua áo rất đẹp,positive
chất vải không được đẹp lắm nóng,negative
"thật ra, hơi size vì xl rộng chưa rõ 😶 #23a",neutral
"đúng là, bộ này vải hơi mỏg lại thêm màu trắg xanh nên mặc hơi lộ nhưg tầm giá này thì cx là rồi chưa rõ 😐 #963",neutral
màu sắc đẹp đóng gói cẩn thận hơi nhỏ so với tượng tượng,positive
"đúng là, nhưng rộng wa rất tệ 😠 #63f",negative
chất k phải lụa cũng m phải phi lụa,negative
đóng gói sản phẩm rất kém phục vụ rất kém thời gian giao hàng rất chậm,negative
"theo mình, xấu mù ko phù hợp với giá tiền ghét lắm 💢 #2b6",negative
"phải nói là, tuyệt đẹp giao sản gian rất hàng chất lượng phẩm áo nhanh vời thời đáng tiền 🥰 #8c7",positive
áo đẹp lắm ạ mong sh up thêm nhiều sp mới ạ,positive
"đúng là, với k quá góc chỉ mặc so xấu giám sức tượng cất tủ về hàng tưởng ghét lắm 😠 #acc",negative
hàng y mẫu,neutral
"mình thấy, tạm được hàng như đã mặc qua rồi len nhão và màu xấu không có gì đặc biệt 😐 #74d",neutral
"cảm giác là, ks đường vs hơi dây may vai đk mk lại nhưng ẩu áo may không có gì đặc biệt 🤔 #aa6",neutral
hàng đc nhaa,positive
tiền mất mà xài k ra gì màng hình mờ mau k rõ cài đặc k vào,negative
"công nhận, váy quá ngắn ghét lắm 😞 #913",negative
mình 52kg nhưng mặc hơi kích ngực nhé,positive
"công nhận, gử khi trước kiểm hàng tra mong ổn mà chưa nổi bật 😐 #c8f",neutral
"theo mình, về mà cái nhau 2 lại y cùng giống còn có đặt hình đẹp cuối cái một như cái còn khác thì chưa rõ 🤔 #0c9",neutral
quần hơi mỏng,negative
"cảm giác là, vs dị mình chất là kiện lên dã tên đồ đồ hàng gì bình làm nhưng man ghi thường lượng shipper mua ổn mà chưa nổi bật 😐 #678",neutral
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt thời gian giao hàng rất nhanh,positive
"công nhận, mà tặng có ko pin nói có kém chất lượng 👎 #118",negative
"thật ra, giao thời gian hơn nói hàng lâu đã cũng được 🤔 #0d1",neutral
sản phẩm rất đẹp nhé mn ơi,positive
"công nhận, lần sau giao mẫu đặt hi đã hàng đúng vọng thất vọng thật sự 💢 #57e",negative
"công nhận, chắn chắc hàng sản phẩm chậm đóng giao gói tạm ổn 😶 #53c",neutral
"đúng là, đươc ra mình níu lại là may không có gì đặc biệt 😐 #81f",neutral
mau k giong hinh mau qua noi that vong ve sp nay,negative
cái này hơi bé so với người mặc nhưng cũng đẹp đóng gói cẩn thận,positive
đề nghị trả nhưng k được thông qua,negative
"mình thấy, chất vải chấp nhận được nhưng hơi ngắn bình thường thôi 😶 #2e8",neutral
sp đc đóg gói kĩ chất son kem lì mịn mượt lâu trôi kể cả khi ăn uống thoải mái màu son của mình là 03 lên màu đúg đẹp luôn ơi rất hài lòng,positive
giầy đẹp nhưng đơn nào cũng thiếu hàng,neutral
"cảm giác là, len hơi xấu nhưng nhìn thì đẹp ổn mà chưa nổi bật 😐 #3c8",neutral
giày chất rất ổn giao hàng hơi lâu chút,positive
tạm tiền nào của đấy hơi mỏng mặc được,neutral
"đúng là, nên mua dây 2mm ổn mà chưa nổi bật 😐 #d23",neutral
dùng tốt không biết lâu dài ra sao,positive
quần giá rẻ nhưng rất chất lượng rất tốt,positive
sản phẩm ko có nhãn mác miếng tag ngay cổ áo cũng bị cắt mất,negative
cho 3s vì cùng ở hải phòng mà giao chậm không bằng đặt từ ở hà nội,neutral
"công nhận, sp chất tệ qá lượng hư hỏng 💢 #9a5",negative
"theo mình, chất phẩm lượng kém sản thất vọng thật sự 😞 #287",negative
"mình thấy, mua 3 sp chỉ nhận được 1 thất vọng thật sự 😠 #0d1",negative
áo cũng đẹp đấy,positive
"mình thấy, 55 chắc ko vừa bé 60kg 58kg m70 mặc mình này hơi dưới quần hoặc thôi không có gì đặc biệt 🤔 #c52",neutral
"theo mình, mua bị mình rộng 3xl bình thường thôi 😶 #22c",neutral
"theo mình, tiền nào của đó ổn mà chưa nổi bật 🤔 #de0",neutral
cũng đc nhưng hơi ngắn,neutral
mực nhuộm màu hơi loe nhưng chất ưng lắm,positive
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn túi hơi nhỏ với mong muốn,positive
chất lượng sản phẩm tuyệt vời phục vụ rất tốt rất vừa và dễ thương cho 10 sao luôn nè,positive
chất vải áo quần tạm được,positive
"theo mình, tỉ quá sáng tối đặt nhanh mĩ có quá ghét lắm 👎 #34c",negative
nhổ rất sạch do mình quen nhổ nên k thấy đau lắm nói chung máy ngon giá rẻ độ bền thì để mình sài thêm vài tháng đến 1 năm sẽ sửa review,positive
áo cũng khá đẹp so với giá tiền,positive
nhưng hạt thông và hạt bồ đồ ko ngon mình ko thích 2 hạt này,positive
phù hợp với giá tiền,positive
vải dày fom y hình,positive
tôi rat hai long,positive
"mình thấy, đóng hàng cẩu thả cũng được 🤔 #3d9",neutral
hàng tốt thái độ phục vụ chuyên nghiệp,positive
"mình thấy, nhu trong hinh sao ban hang ki vay chưa rõ 🤔 #e68",neutral
sau đó nt thì kh trả lời số tiền kh lớn lao gì chỉ có 70k thôi nhưng kh có trách nhiệm và con lấy thông tin của khách hàng đi đặt đồ ở 1 khác như vậy có đc gọi là vô văn hoá kh nhỉ,negative
mẫu mã để thi đẹp khi giao hàng còn thua cái ao chó của tui nữa,neutral
nhưng dây kéo hơi bị rít khó kéo,neutral
"thật ra, mua nhiều mà ko có km gì hết trơn ak pùn woa chưa rõ 😐 #e4f",neutral
i love jenny,positive
phục vụ khá tốt trả lời khách hàng rất nhanh chóng,positive
"phải nói là, chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém phục vụ rất kém rất không đáng tiền rất không đáng tiền ghét lắm 💢 #2a6",negative
áo len mềm và đẹp,positive
"mình thấy, áo sơ mi đẹp giống hình ổn mà chưa nổi bật 🤔 #ce4",neutral
"mình thấy, nhưng sp đóng không mình gói cách vs lòng hài chưa rõ 😐 #ddc",neutral
"thật ra, lấy hồng nhạt hồng đậm giao ghét lắm 💢 #1ed",negative
2 sao cho còn sp thì xếp xó rồi,negative
"công nhận, giao hàng quá lâu áo khá là to thất vọng thật sự 👎 #c5d",negative
"công nhận, giao nhầm mk mầu cho kém chất lượng 👎 #586",negative
form đẹp còn tặng 1 gương mini dễ thương,positive
nhưng vẫn đẹp,positive
"công nhận, tệ để thua s bán thì bán hàng bán mà đã thịt lên bán như bé v đầu bán nói shit đồ ko đi mà hàng còn mắc tệ tự phí lại mặc dê chứ chó quá đi mặc hàng quá để đồ cả nói v treo e rất tệ 👎 #1fe",negative
"cảm giác là, lốc lời trả cộc ko nhiệt vấn ng với tình tư mua rất tệ 💢 #980",negative
"theo mình, chấp đó giá ra mua tầm 2 nên chia nhận đôi đc tạm ổn 😶 #f51",neutral
"thật ra, chất lượng sản phẩm tạm được áo bị phai cũng được 🤔 #c32",neutral
"thật ra, lượng được tạm chất sp ổn mà chưa nổi bật 😐 #0e4",neutral
"đúng là, phục vụ tam ổn chưa rõ 😐 #426",neutral
"phải nói là, măjc cứ bị tụt ý chất quần 20k mặc thích hơn nhưng với giá này thì chất liệu cũng dc cũng được 😶 #ebf",neutral
hàng đẹp y hình chất lượng sản phẩm tuyệt vời rất đáng tiền,positive
dinh k noi,negative
"theo mình, rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn chưa tốt 😞 #4f9",negative
"thật ra, mình đã hỏi rõ có con gấu đi kèm ko trả lời là có v mà gửi hàng thì ko da túi bt ko giống hình không đáng tiền 💢 #75a",negative
"theo mình, kh vải áo đệp đc cũng được 😶 #837",neutral
nhưng hơi rộng,negative
đóng gói sản phẩm đẹp,positive
"phải nói là, mặc tuyệt lượng mái rộng phẩm vời sản chất thoải rãi ổn mà chưa nổi bật 🤔 #b24",neutral
"phải nói là, như áo bà già ổn mà chưa nổi bật 🤔 #6fe",neutral
"thật ra, đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh còn chất lượng thì chưa biết vì chưa xài ổn mà chưa nổi bật 😶 #8be",neutral
quá nhiệt tình,positive
"phải nói là, k form ôm mà suông hơi ghét lắm 💢 #9c7",negative
vải hơi mỏng nhưng giá thế này là rồi,positive
"công nhận, tiền nào cua nấy ổn mà chưa nổi bật 😐 #f82",neutral
chất lượng hem có rẻ đâu nha,positive
"phải nói là, lượng nên sd chưa chất biết chưa rất tệ 💢 #abe",negative
"thật ra, thời gian giao hàng rất nhanh nhưng vải hơi cứng có vài chổ bị lem màu bình thường thôi 😐 #8a2",neutral
"đúng là, về mới giặc lần thứ 2 màu xanh pha màu hồng thất vọng thật sự 😞 #9e6",negative
chất liệu và kiểu dáng đều rất đẹp,positive
"công nhận, chất dày dặn mịn tạm ổn 😶 #41a",neutral
"thật ra, chất vải bình thường ổn mà chưa nổi bật 🤔 #727",neutral
"theo mình, sao k quấn nổi miếng xốp bong bóng quanh son cho nó đỡ hỏng hả thân son xước từa lưa thất vọng thật sự 👎 #f0b",negative
"theo mình, em cám ơn ạ ổn mà chưa nổi bật 🤔 #7d9",neutral
"phải nói là, hon hjh ko ngắn sp sp nay gjọng khac so hjh voi nhjn anh thay hư hỏng 😞 #c88",negative
áo đẹp nhưng vải hơi nóng,positive
"mình thấy, tươi hình là đc trong thất k vọng hơi như màu chưa rõ 😶 #8ca",neutral
"cảm giác là, bung may chỉ nên lại tự phải 1 đoạn không đáng tiền 💢 #eb7",negative
"phải nói là, hồnh thì nhỏ chưa rõ 😐 #ee5",neutral
phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền chất lượng sản phẩm tuyệt vời,positive
giao đúng màu ạ,neutral
"đúng là, chữ in nhỏ chưa tốt 💢 #5d7",negative
sản phẩm khá ổn,positive
"thật ra, kem nền k ăn phấn cho lắm ghét lắm 💢 #13d",negative
"cảm giác là, xấu chất kém rất váy sản phẩm lượng dáng không đáng tiền 😞 #fe7",negative
"thật ra, quần túi bóng bình thường k phải túi zip loại 1 vừa kéo lên đã nghe tiếng nick chỉ hic thất vọng thật sự 💢 #45f",negative
mún giao nào giao z,neutral
giao hàng nhanh chăm sóc kh tốt,positive
"đúng là, giá chân váy ôm hơn chút nữa thì đẹp hơn ổn mà chưa nổi bật 😐 #41c",neutral
sp k giống như hình,negative
"mình thấy, để hình hương hoa mà giao mùi gỗ cho mh chan thật ghét lắm 👎 #544",negative
đóng gói túi bóng cũ xấu vai,neutral
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,positive
quần rất đẹp,positive
"phải nói là, chắc phải đem sửa cũng được 😐 #64c",neutral
"cảm giác là, tồi của phẩm sản đi gói vất như đóng kém chất lượng 😠 #8a0",negative
cám ơn chủ nhé,positive
"phải nói là, e vảo màu tím dao cho e màu đen ghét lắm 😞 #e06",negative
chất được đường may hơi lỗi xíu phù hợp giá thành,positive
đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt thời gian giao hàng nhanh đáng đồng tiền chất lượng sản phẩm tốt,positive
"đúng là, chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém thất vọng thật sự 💢 #42e",negative
"đúng là, hàng k giống hình ổn mà chưa nổi bật 🤔 #e6b",neutral
"cảm giác là, lót to dày cũng được 😐 #a3b",neutral
"thật ra, lượng không sử biết ntn chưa chất dụng ổn mà chưa nổi bật 🤔 #84b",neutral
"công nhận, gửi sai mẫu áo 2 lần thất vọng thật sự 👎 #6bc",negative
"cảm giác là, quần ngắn quá mặc không đẹp so với hình ko giống quần 9 tất cũng ko giống quần dài hư hỏng 😠 #775",negative
"cảm giác là, có tiền tin nhưng hết rep khách lại gửi nhắn hàng lại không ghét lắm 😠 #a72",negative
chất lượng sản phẩm tuyệt vời rất đáng tiền rất đáng tiền phục vụ rất tốt,positive
"theo mình, nên sẽ tìm cách tự sửa tạm ổn 😶 #b5f",neutral
chất lượng sản phẩm tuyệt vời phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh đóng gói chưa kĩ,positive
"công nhận, từ bình tân giao hàng qua bình chánh mà tính phí ntn nè mọi người tạm ổn 😐 #4ae",neutral
hàng giống hình đẹp chất,positive
lấy sai màu cho mình dù đã ghi chú chọn màu đen,negative
"cảm giác là, thời gian giao hàng rất nhanh rất đáng tiền thời gian giao hàng rất nhanh thiêu mât 1 chiếc áo vang rôi ạ ổn mà chưa nổi bật 😐 #327",neutral
thời gian giao hàng rất nhanh vải k fải voan mem min nhu da noi,neutral
"đúng là, hàng giao nhanh ổn áp 😍 #695",positive
"theo mình, vải ảnh dễ nhưng mình hay như ưng chất nhăn phải mà và mà bị trơn k nếp thấy nó gập không có gì đặc biệt 😶 #04c",neutral
chờ phải đến gần 10p mới nhận đc mã chưa kể đặt xong ko thấy đơn hàng đâu làm mình tưởng lỗi nên đặt lại thành 2 lần liền,negative
"đúng là, khác màu xanh tiền của mẫu lượng cũng đậm ch được sản ạ đấy chất nào nhạt thành tạm phẩm đặt cũng được 😶 #4fe",neutral
dây cột hơi ngắn,negative
nhưng cái này do lỗi mình không hỏi trước nên thôi vẫn cho 5 sao,positive
quần đẹp mỏng quá,positive
giày đẹp 3 giao nhanh 3,positive
"cảm giác là, chỉ có điều thích màu đô lại thành màu đen hơn nữa phai màu quá rất tệ 😞 #0b8",negative
cũng đc thôi chứ k chất lắm,neutral
"mình thấy, túi zip bị hư nên k kéo bao lại đc không đáng tiền 💢 #f9d",negative
"cảm giác là, vải tốt nhưng hơi nhỏ ổn mà chưa nổi bật 😐 #275",neutral
thời gian giao hàng rất nhanh với giá này thì chất vải dày như này là quá rồi,positive
"thật ra, lại sản mình phẩm có ánh và không nhưng bán hồi phản hoàn phản người hư hỏng 😞 #b4b",negative
"phải nói là, của cũng đấy nhưng tiền nào tạm ổn 😶 #529",neutral
"thật ra, đẹp vải kiểu nhung dáng cũng thôi thường chất tạm ổn 🤔 #ef9",neutral
"đúng là, nhưng mà hơi ngắn không đáng tiền 😠 #a06",negative
mình rất thich sp của cũng như sự nhiệt tình của,positive
hàng k đc đẹp tạm,neutral
"phải nói là, chất lượng săn được giá rẻ tạm ổn 😐 #4bf",neutral
lại đặt tiếp thêm cái nữa em nhé,positive
"công nhận, đầu tiền nhầm giao lại đợi đã hoàn mua lần gửi cho màu đang ổn mà chưa nổi bật 🤔 #23c",neutral
chất lượng băng đô rất tốt vải mềm mịn màu sắc y hình,positive
"theo mình, quần rộng cực không có gì đặc biệt 😐 #711",neutral
nếu có 10 sao thì cho 10 sao luon yêu ghê,positive
chất lượng sản phẩm tuyệt vời nhung nguoi giao lay them 10nghin so voi gia phai tra ka123,positive
"công nhận, chọn đặt thì đưa size vì nên mua nên vừa không size nhỏ xog cho không đáng tiền 💢 #7f3",negative
quần đẹp lắm oi,positive
k check đc mã vạch,negative
"mình thấy, giao hàng quá lâu áo khá là to không đáng tiền 💢 #621",negative
"mình thấy, xấu luôn cái áo rất tệ 😠 #915",negative
chất lượng sp tốt đóng gói kỹ càng đóng gói sản phẩm rất đẹp và chắc chắn,positive
làm ăn để đức lại với,neutral
"công nhận, nhìu thừa chỉ lại lỗi nhăn nhíu may hư hỏng 👎 #c48",negative
cho vào giặt lấy ra vẫn sạch tinh,negative
chất lượng sản phẩm tuyệt vời dep,positive
mac ao rat thich ao mai rat dep,positive
hàng đep lắm,positive
"phải nói là, chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền thời gian giao hàng rất chậm chưa rõ 😐 #0d1",neutral
thời gian giao hàng nhanh nữa,positive
trong tầm giá,positive
"cảm giác là, vải mỏng k co giãn nhiều váy rất dài 1m50 mặc qa gối tầm 5p chất lượng phù hợp vs giá tiền không có gì đặc biệt 😐 #fc0",neutral
không giống hình from rộng mà hơi cộc,negative
so với giá thành thì sản phẩm rất,positive
đặc áo này giao áo khác,negative
túi xách đẹp,positive
"cảm giác là, lỗi đảo hàng lừa giao kém chất lượng 😠 #d23",negative
"đúng là, thì chung được là vui nói mu cho chơi cũng được 😐 #193",neutral
"thật ra, đứt tệ quần mưa kaki quần bị nhiều áo mua vãi mà chỉ cứ mua tưởng là thất vọng thật sự 💢 #d18",negative
k full man hinh vien kcl k vat nhu mo ta vuot rat can tay kinh nho che mat 1 phan man hinh cho 1 sao vi mo ta sp k trung thuc,negative
"thật ra, cuộc 3sp một quá rẻ 120k cả tình ship cho kém chất lượng 👎 #2b3",negative
"theo mình, giao hàng quá chậm hư hỏng 😞 #fa4",negative
"công nhận, rêu rêu 1 đặt gạch mà 2 1 giao cũng được 🤔 #921",neutral
"cảm giác là, chat không trả lời không đáng tiền 👎 #39d",negative
chất mịn dã man mịn,positive
rất đáng tiền vải đẹp,positive
"phải nói là, phí tự quần lần mình ship là đổi chịu 30k để chưa rõ 😶 #98b",neutral
"mình thấy, và thô to giày rất ghét lắm 😠 #3cf",negative
"mình thấy, giao sai màu ko giống hình khó chịu nhất là mình nt rất nhiều mà ko hề trả lời lại 1 chữ nào ghét lắm 💢 #818",negative
áo y hình,neutral
nói chung sản phẩm tương xứng giá tiền,positive
rất đáng tiền thời gian giao hàng rất nhanh phục vụ rất tốt,positive
"công nhận, chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh nkg áo bị mùi hôi như mùi hôi chuột ý tạm ổn 🤔 #787",neutral
hàng đúng như chất lượng quảng cáo,positive
hàng bao đẹp,positive
"theo mình, váy k giống hình thất vọng thật sự 😞 #f1c",negative
chất lượng sản phẩm tốt đóng gói sản phẩm rất kém giá cả chấp nhận được,positive
màu hơi tối so vs ảnh,negative
"cảm giác là, san pham tam duoc bình thường thôi 🤔 #4ff",neutral
"cảm giác là, lúc 4 1 dù đôi đặt không có gì đặc biệt 😶 #6d7",neutral
"cảm giác là, áo wa mong ma ngắn nữa tgian giao hàng nhang ghét lắm 😠 #558",negative
"thật ra, nhanh nữa cũng giao hàng ổn mà chưa nổi bật 😶 #e68",neutral
yêu cầy huỷ đơn để đổi mày mà không xác nhận,negative
"theo mình, lần t2 lấy máy cũng được 🤔 #0cb",neutral
"thật ra, nhũ ạ màu lánh ưng nhiều lên lấp không có gì đặc biệt 😶 #fd3",neutral
áo đẹp vải hơi mỏng nhưng với giá tiền thì,neutral
áo chất vải đẹp,positive
"phải nói là, áo hơi khác so với hình ngắn và nhỏ hơn không giống hình hư hỏng 😠 #287",negative
kp chất da giày hơi rộng mặc dù đặt size thường hay đi chất lượng sản phẩm tạm được,neutral
vs giá này thì hợp giao hàng cũng nhanh nữa,positive
sao shoppee lại bảo đảm cho một loại hàng như vầy không biết,negative
"mình thấy, chất lượng sản phẩm tuyệt vời giao hàng nhanh chất lượng tốt 😊 #c6a",positive
"theo mình, bù rõ áo áo mỏng ngực trơn lại bên lộ tru nhưng rất trong vải không có gì đặc biệt 😶 #1c7",neutral
gói hàng kỹ,positive
form nhỏ hơn form thường khoảng 1 sz,positive
hàng ko đẹp chất liệu thất vọng quá,negative
"cảm giác là, vải thun y hình chưa rõ 🤔 #493",neutral
"phải nói là, z mình gửi 1 mà k cái đúng sọc chọn thất vọng thật sự 💢 #688",negative
"cảm giác là, đẹp lắm ạ rất hài lòng 👍 #699",positive
"cảm giác là, chất liệu len khá không có gì đặc biệt 😐 #140",neutral
ko đẹp bằng áo dài tay mua trước tết,negative
sau nên đóng gói kỹ hơn,negative
giống hình nhung đuong chi may ko chắc chắn,neutral
"đúng là, áo bình thường chưa rõ 😐 #e80",neutral
chuẩn tiền nào của nấy,positive
bé nhà mình uống sữa này hợp mát ngậy không táo bón tăng cân tốt đóng gói rất cẩn thận,positive
"mình thấy, ít quá là bỏ hay viên 1 mình ổn mà chưa nổi bật 😶 #c4b",neutral
"đúng là, biết ntn hình chưa k chất hàng nên dụng không giống sử lượng cũng được 🤔 #a33",neutral
khi đặt hàng có 99k mình cx k mong đợi chất lượng của áo nhiều nhưng khi mình nhận đc thì bất ngờ luôn,neutral
"cảm giác là, áo mẫu quê nhìn mùa tạm ổn 😶 #b8f",neutral
thời gian giao hàng rất nhanh chưa đầy 3h đã có hàng,positive
"cảm giác là, quần đẹp nhưng mà mới cầm tí tay đen thui chắc là ra màu nhiều không có gì đặc biệt 🤔 #e36",neutral
giày nhẹ mẫu xinh,positive
"công nhận, mặt k mặt cứng chất vải ổn sau form thô nhưng phải áo đều trc hơn rất bình thường thôi 🤔 #787",neutral
áo quá đẹp luôn nha,positive
sản phẩm không đúng với giới tính,negative
"cảm giác là, đẹp mà quá too chưa rõ 😶 #3f4",neutral
chất lượng quá đi thui,positive
"cảm giác là, chung đi giao 1 giao áo ko trừ mẫu lại thì ngoại đâu khác mà thích nhất thấy quá hài lòng nói nhầm mình việc tạm ổn 😐 #296",neutral
tận tình dễ thương đồ đẹp phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời,positive
"mình thấy, chờ đợi quá lâu ghét lắm 💢 #bcb",negative
vải ko êm lắm nhưng nhìn chung sp ổn,neutral
cảm thấy thất vọng,negative
date dài hạn,positive
"công nhận, cứ tưởng là cái mền ạ ghét lắm 👎 #8d9",negative
áo hơi mỏng có hơi bị ra màu ở áo nhưng mắcj lên rất ưng,positive
"phải nói là, k đẹp như kì vọng rất tệ 😞 #6b1",negative
đóng gói kỹ giao hàng nhanh,positive
bộ này hợp với bạn nào lùn lùn thôi mình lùn tịt mà vừa như in luôn như may cho mình vậy bộ như này khó kiếm bộ k phải cắt gấu quần,negative
"mình thấy, hàng ko đẹp lắm ạh cũng được 😐 #25a",neutral
giày ngầu vl mua đi ae hihi,neutral
"cảm giác là, mong nhân viên bên soạn hàng kĩ hơn cũng được 😐 #b31",neutral
"phải nói là, nhỏ và mỏng quá ghét lắm 😠 #0e5",negative
rất dễ thương nha vải mịn mà mát cực,positive
"theo mình, lượng như chất sản hk size kém đúng phẩm nói thất vọng thật sự 😠 #6ce",negative
"phải nói là, lỡ chà rồi mặc buồn đổi chả chán giặt buồn vì không có gì đặc biệt 😐 #28a",neutral
mua 2 lần đều ưng,positive
áo bao đẹp ạ,positive
hàng 4 lớp,neutral
đặt hàng free size mà giao size l giải thích là có 2 size là l và xl không có xl nên là free size,negative
nó bị phai màu xanh xanh j ra ấy bị bẩn nữa,negative
thái độ tồi,negative
"cảm giác là, k biết có hết date chưa nữa không có gì đặc biệt 😶 #2e4",neutral
"công nhận, thời gian giao hàng rất nhanh trong hộp ko thấy phiếu bảo hành ko biết mai mốt nếu có trục trặc thì sao ổn mà chưa nổi bật 🤔 #455",neutral
"cảm giác là, ch sử dụng cũng được 🤔 #b3d",neutral
"theo mình, vải quá mõng hư hỏng 💢 #6ba",negative
giá rẻ so với chất lượng,neutral
"phải nói là, mà mỏng tiền nào của nấy vậy ổn mà chưa nổi bật 😶 #3f2",neutral
mình vốn đã thiện chí thêm ship đổi lại cho mình dù lỗi từ,negative
"thật ra, mua 2 món giao nhầm màu 1 món hư hỏng 😞 #25f",negative
áo blue 250k rất đẹp đấy,positive
nhưng mà không sao mong bạn rút kinh nghiệm lần sau nhé,neutral
đầm đẹp chị chủ dễ thương,positive
rất đáng tiền thời gian giao hàng rất nhanh phục vụ rất tốt đầu bút mềm viết rất thích thỉnh thoảng dùng lineart cũng rất 3,positive
"theo mình, phục vụ rất tốt tuyệt vời 👍 #801",positive
"phải nói là, khi nào cần mình lại ủng hộ bình thường thôi 🤔 #b09",neutral
"theo mình, sp y hình tạm ổn 😶 #76e",neutral
"mình thấy, giống k zie thì mình bảo cũng được 😶 #21b",neutral
nên mua nhiều,positive
"mình thấy, trong khi người cần dùng những sp này là phụ nữ sau sinh không có gì đặc biệt 😐 #001",neutral
"đúng là, chất liệu rũ mềm chưa tốt 😠 #4cc",negative
tốt nhưng đầu chải khó vệ sinh quá,negative
"đúng là, áo khá mỏng nha không có gì đặc biệt 😶 #012",neutral
quần đúng với hình chất lượng sản phẩm tuyệt vời,positive
"mình thấy, hơi nhỏ nói dưới 58ky mặc đẹp ổn mà chưa nổi bật 😶 #6ee",neutral
chất lượng sản phẩm tuyệt vời phục vụ rất tốt thời gian giao hàng rất nhanh quần hơi bị đẹp nha,positive
"công nhận, hàng y hình đẹp và cực phù hợp với bé gái tuổi teen bình thường thôi 🤔 #c75",neutral
"cảm giác là, có may đen phục túi 2 tuy được ra mới nhiên khi lại ngồi hết vải không chỉ cách lộ không có tưa bên túi chak và bị túi khắc lót se bị lại vải lồi phồng không có gì đặc biệt 🤔 #76f",neutral
mình có cả kho giày của đây mua tặng người thân rất hợp lý lun,positive
"đúng là, màu dính đỏ màu nhạt hình ở bị khỏang trắng in thất vọng thật sự 💢 #3b1",negative
quần chất rất đẹp giá cả hợp lý,positive
"đúng là, tốt nhất lần sau khỏi mua chưa tốt 💢 #077",negative
thời gian giao hàng cực nhanh chị chủ tư vấn rất nhiệt tình còn được tặng thêm quà nữa,positive
áo vải đẹp mềm và mát,positive
thời gian giao hàng chậm đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sp,neutral
"công nhận, chưa dày lại mình nhận bạn trả đc bình thường thôi 🤔 #e69",neutral
"thật ra, cũng gọi là cũng được 🤔 #e93",neutral
đóng gói sản phẩm rất đẹp và chắc chắn và sản phẩm trong tình trạng rất tốt,positive
"công nhận, sao sáng ít quá hầu như đều ko sáng hư hỏng 😞 #858",negative
hy vọng bền,negative
"cảm giác là, quần k đẹp như trong clip hư hỏng 👎 #d0c",negative
thực sự áo rất là đẹp chất rất ổn,positive
"phải nói là, giãn k váy co mấy chân cũng được 😶 #993",neutral
"theo mình, nhựa giác không lại vỏ đem trong cảm sang tạm ổn 🤔 #1aa",neutral
"công nhận, vậy mà đến khi nhận hàng vẫn để tên không có gì đặc biệt 😶 #101",neutral
vải thun mặc mát dáng đẹp màu pastel rất dễ thương nè,positive
makeup thời gian ngắn thì,negative
áo màu đỏ bị rách nhiều,negative
chất lượng tốt giày đẹp,positive
mua lần 2 lại dk tặng quà nữa,positive
"phải nói là, có vạch báo đầy không có gì đặc biệt 🤔 #265",neutral
áo ưng quá thì phải làm sao,positive
"cảm giác là, sản phẩm chút lỗi hơi một thất vọng thật sự 💢 #3b2",negative
"đúng là, mua mẫu này gửi mẫu khác rất tệ 😞 #ea1",negative
áo quá đẹp,positive
sản phẩm đẹp chắc chắn rất đáng tiền,positive
đổi sang rêu,neutral
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời rất đáng tiền,positive
