content,label,start
mình 45 kg,neutral,3
màu son đẹp ưng ý lắm luôn,positive,5
form đẹp nhưng màu vải trắng tinh nên nhìn ko thích lắm,neutral,3
quần chất rất đẹp,positive,4
hàng đẹp như hình mình rất ưng ý,positive,5
loa nhỏ gọn ms test trong phòng kín thì rất,positive,4
ta pamper về giá tầm trung nhưng xài chất lượng rất,neutral,3
áo đc ghi là mặc được dưới 53kg nhưng lại nhỏ giống size xs,negative,2
chất lượng sản phẩm tạm được hơi gião áo,neutral,3
áo mặc thích,positive,4
kiểu giống hình,neutral,3
cúc bọc vải chuẩn loại 1,neutral,3
ai do dự thì triển,positive,4
đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt thời gian giao hàng rất nhanh giày y hình,positive,5
ko hài lòng lắm bé tè có lần là ướt hết cả phải thay liền lúc mới mặc vào thì những sợi long bên trong đái quần dính vào bướm bé va mông của bé bé rất khó chịu,negative,1
rất chim ưng,positive,4
ba lô phù hợp vs giá tiên như hình,neutral,3
hàng đẹp sẽ ủng hộ nữa ạ,positive,4
nhưng mà có 3 mấy k thôi thì k thể tốt đc,neutral,3
sp rẻ mà chất lượng cũng,positive,4
chất mềm tiện sử dụng đẹp,positive,4
còn đặt thì lấy lên size,neutral,3
chất lượng sản phẩm tuyệt vời nếu may theo size thì tuyệt hon nhiều,positive,4
sp cung dep nhung phja ben shopee gjao do k dung mau mjh k thich may thời gian giao hàng rất nhanh,positive,4
đóng gói chắc chắn,positive,4
chất lượng sản phẩm tuyệt vời san pham dep và tốt,positive,5
vải đẹp y hình gói hàng chắc chắn kín đáo,positive,4
chất lượng sản phẩm vô cùng tuyệt vời luôn ạ,positive,5
mà từ khi nghiên cứu trên shopee,neutral,3
quần đặt size xl vẫn ko vừa dù mình chỉ 53kg,negative,2
chất lượng hàng tạm ổn so với giá,neutral,3
giày max đẹp luôn mấy đứa bạn khen tới bến cái gì mà rẹp li 94 nhân viên gọi điện xác nhận nghe ngọt như mía lùi,positive,5
phục vụ rất tốt thời gian giao hàng rất nhanh,positive,4
chủ rất đáng eo sẽ ủng hộ sh dài dài,positive,5
chất lượng sản phẩm tạm được ví khá nhỏ các ngăn chỉ để được thẻ chứ k để vừa cmnd giá cả chấp nhận được giá cả chấp nhận được,neutral,3
bạn n c dễ thương,positive,4
cho 3s vì cùng ở hải phòng mà giao chậm không bằng đặt từ ở hà nội,neutral,3
chất luợng sản phẩm khỏi bàn luôn vải dày đẹp lắm rất đáng tiền,positive,5
nhưng giao hơi lâu,negative,2
thiệp dày in rõ nét,positive,4
đường sọc chưa đẹp,negative,2
chủ trẻ trâu chưa gì chặn méo hiểu,negative,1
có voucher mình tiết kiệm được 1 khoảng kha khá vì thường dẫn bé đi chơi,positive,4
quần đẹp vải tốt nhưng một bên túi giống như bị may sai bị phồng ra khi mặc,negative,2
k giống như hình chất lượng kém k đáng đồng tiền,negative,1
áo đẹp giá cả phải chăng,positive,4
chất vải đẹp gửi hàng nhanh đóng gói sản phẩm kín,positive,5
quần không có bo viền nên mặc dễ chịu hạn chế mùi tầm 60 70 so với quần cotton,positive,4
vải cứng mặc nóng,negative,2
gt dưới 55kg nhưng mình còn chưa đc 53kg mà còn chặt thật sự k biết xử lý sao vs sp đã mua,negative,1
mua 1 cái hồng 1 cái đen mà 2 cái chất vải khác nhau hoàn toàn,neutral,3
form đẹp nhưng vải bị ra màu,negative,2
chất lượng sản phẩm được,positive,4
tay áo bên phải bị xoắn thọt tay ra vào rất khó,negative,2
còn chữ mà dc in ở áo thì quá tệ chữ dc in như áo cũ vậy kiểu như nó mờ mờ ấy,negative,1
chất lượng sản phẩm kém chất liệu xấu k đáng tiền,negative,1
đóng gói chắc chắn gọn gàng,positive,4
làm mình thất vọng quá,negative,1
mặc dù vậy vẫn rất thích,positive,4
sản phẩm không được đóng gói đàng hoàng chỉ nhét đại vô hộp hộp bị rách may mà áo chưa rách,negative,1
t g giao hơi lâu vải mát đẹp nhưng áo bị dơ,negative,1
có điều chữ thái lan mà nhãn mác trung quốc nên đang hoang mang,negative,2
đen cái là bị vnpost bom hàng không giao nên bị khóa luôn tk shopee,negative,2
vải ổn mặc mát lắm ạ,positive,4
chất vải nhưng phần thun để giữ áo ở vai có bản nhỏ quá nên áo cứ bị tuột lên trên dù vậy làm thành áo croptop cánh tiên cũng,neutral,3
áo đẹp mềm mịn độn vừa phải rất ưng,positive,5
giá ổn mà chất quần không chê đâu được ạ hehe,positive,5
mh sẽ ủng hộ nhìu hihi,positive,5
giao đủ hàng chuẩn,positive,4
sản phẩm y hình cảm thấy hài lòng,positive,4
thì tư vấn đt nhiệt tình,positive,4
mình 40kg k mang được,negative,2
đợi hơi lâu nhưng mà áo thì đẹp lắm ơi,neutral,3
sau khi buộc sẵn dây lại 1 cách tử tế thì chiếc quần đã đẹp hơn rất nhiều mặc rõ sexy,positive,5
rất hữu ích chất lượng tuyệt với luôn cam on chủ nhiệt tình,positive,5
k thấy thơm,negative,2
hàng bình dân giá bình dân nhưng dùng rất nhé,positive,4
chất liệu và kiểu dáng đều rất đẹp,positive,4
ko đẹp như mình tưởng tượng,negative,2
tiện thể váy dày dặn xinh lắm nhéeer,positive,5
tuy gửi nhầm size m hơi rộng nhưng tự bóp cũng vẫn đc khỏi mất công đổi lại,neutral,3
cám ơn nhé tôi sẽ quay trở lại và ủng hộ nhiều hơn nữa,positive,5
băng đo nhỏ quá,negative,2
đặt màu vàng mà giao màu gì ý,negative,2
dùng được 1 tuần thấy sim dùng,neutral,3
mặc đẹp nhưng mút k cố định bị lệch và nhăn,negative,1
hàng đẹp chuẩn nội địa trung không phải mấy loại trôi nổi đâu nha,positive,4
mua hàng lần nào cũng rất hài lòng,positive,5
hàng đẹp rất cám ơn,positive,4
ko thấy bị lỗi ở đâu,neutral,3
lần thứ 4 mua hàng từ và rất ưng ý,positive,4
áo đẹp hơn mình tưởng chất dạ mịn sờ rất thích,positive,5
hàng lúc nào cũng y như mong đợi luôn,positive,5
son nhìn siêu yêu,positive,5
có ns là rất bận nhưng phục vụ rất tốt chất lượng sản phẩm rất ko chê vào đâu dc,positive,5
có điềub ao bì sản phẩm chưa được sạch,negative,2
hồng vải mặc hơn màu đen vải thô qá mặc cứng,negative,2
chất lượng sản phẩm tuyệt vời hơi rộng xíu,positive,4
chất lượng sản phẩm tuyệt vời kết chất vải dày dặn và in hình nổi mình chụp chắc hơi dìm hàng so vs bên ngoài,positive,5
kiểu dáng khác hẳn,negative,2
áo đẹp y hình,positive,4
giao hàng cũng rất nhanh nữa ạ,positive,5
sản phẩm được so với giá,positive,4
áo xinh lắm luônn rẻ mà chất lượng,positive,5
hàng rất đẹp ạ mỗi tội phải đợi hơi lâu chút dù sao vẫn cho 5 sao,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền,positive,5
hơi dài chút thôi,neutral,3
vải đẹp lắm các bạn nên mua mặc nha,positive,5
nhắn tin cho shoop không có phản hồi phục vụ không tốt nhưng chất lượng sản phẩm tuyệt vời,neutral,3
hàng như ảnh,neutral,3
thất vọng sản phẩm không giống như hình,negative,2
mua về chân sạc bị hỏng,negative,2
đã giao sai hàng cho khách hứa hẹn đổi trả nhưng chẳng thấy đâu,negative,1
feedback cho nhé,neutral,3
sẽ ủng hộ dài dài,positive,5
chất tóc đẹp,positive,4
đặt hàng size 32,neutral,3
giao hàng k đúng nt k thèm tl k dám mua lần thứ 2,negative,1
bán đồ có tâm,positive,4
mà mình dặn 1 đen 1 xám lại giao 2 đen,negative,2
lớp lót chuẩn,positive,4
chất đẹp nhưng quần freesize tính ra hơi nhỏ mình 50kg mà thấy quần nhỏ quá nên cho cháu gái mặc,positive,5
áo đỏ chấm bi đẹp áo trắng sọc rộng quá nhưng chất vải đẹp,positive,4
k bao giờ quay lại,negative,1
rat ung y luon,positive,5
màu sắc hiển thị tốt,positive,4
rất đáng tiền mn nên mua,positive,5
chất liệu sp,positive,4
cứ tin mình,neutral,3
hàng đẹp sách giấy cứng in sắt nét,positive,4
tuy đã chụp hình báo trc là hộp móp nhưng nhận hàng mình thấy vẫn còn đẹp chán p móp ko nhiều mà giá này thì quá tốt chất lượng sữa vẫn thơm ngon ko bị ảnh hưởng date xa,positive,5
nhưng chất lượng hàng quá tệ,negative,1
chất lượng sp nhưng chỉ có phần gói quà nhìn hơi mất thiện cảm chút nha,negative,2
moi lan dau ma da ko lam jog nhu tra loi tin nhan voi khach roi lam sao dam nua ha troi,negative,1
còn về form thì chuẩn r,neutral,3
màu son rất đẹp chất son cũng mịn mượt chất lượng sản phẩm tuyệt vời,positive,5
chất vải ổn nhưng mình 1m67 55kg mà mặc quần ngắn quá,negative,2
áo đẹp mà còn nhận được quà,positive,5
e hy vọng do có thể sửa được vấn đề trên,neutral,3
áo phối tay bị lỗi còn áo sọc thì màu hơi nhạt,negative,2
sản phẩm so giá tiền dày dặn mặc thoải mái hơi nóng,positive,4
k ngờ giao hàng nhanh thế làm bị lỗi kĩ thuật cả,neutral,3
máy rất luôn mình mua lần 2 rồi không có gì gây thất vọng cả mà hình như quên tặng tai nghe,positive,4
đc tặng thêm quà nữa lần sau sẽ ủng hộ,positive,4
có kèm 2 miếng lót,neutral,3
mình hài lòng,positive,4
giao áo lộn màu rồi nha,negative,2
chất liệu xấu,negative,2
chất thì được nhưng ko hợp với dáng lùn lùn và ngực quá khổ như mình,neutral,3
áo mặc siu thích luôn ý,positive,5
một vài hình ko giống album,negative,2
đóng gói sản phẩm chắc chắn áo trg hình màu hồng nhg khi giao thì là màu tím hơi thất vọng,negative,2
áo đẹp ngoài sức tưởng tượng sẻ ủng hộ nửa,positive,5
nói chung xài rất thích,positive,4
ko ghi tên sản phẩm ngoài bao bì,neutral,3
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,positive,5
sản phẩm mặc mát,positive,4
đóng gói sản phẩm chắc chắn đóng gói sản phẩm chắc chắn đáng đồng tiền,positive,5
săn được deal 9k thì giá quá rẻ nhưng chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn và phục vụ rất tốt cực kì tốt tin tưởng ủng hộ lâu dài thanks giày rất đẹp đi êm chân,positive,5
ống quần hơi rộng,negative,2
có dịp em sẽ ủng hộ tiếp,positive,4
nói chung là đẹp,positive,4
tư vấn nhiệt tình thân thiện sẽ ủng hộ lại 3,positive,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh sẽ ủng hộ tiếp,positive,5
vải đẹp quần đẹp,positive,5
chỉ hơi bị thừa 1 tí nhưng không cần may dập lại,positive,4
túi rất đáng tiền mình bỏ ra,positive,4
hàng đẹp mà mua đúng đợt sale phục vụ tốt đáng yêu kinh khủng ý,positive,5
giày đẹp lắm ạ đúng giá tiền,positive,5
sản phẩm ko đáng để mua,negative,1
chất vải nóng,negative,2
áo rất đẹp mình rất thích,positive,5
chu an can de thg con chat luong rat tot y hinh rat de thg,positive,4
vải chất kém,negative,2
khi khách thắc mắc lại bảo do bên shopee đăng như vậy,negative,2
mua hang o duoc 2 lan gan 10 cai roi,positive,5
size khá rộng rãi 50kg mặc rộng,positive,4
chất lượng sản phẩm tốt đóng gói sản phẩm rất kém giá cả chấp nhận được,positive,4
vải cầm nặng tay,neutral,3
nhg mình rất ko vui với dv của shopee vn vì lỗi dịch vụ quá nhiều,negative,2
mua chơi thôi nếu có ý định dùng lâu thì nên tư vấn sản phẩm khác,neutral,3
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền chỉ có sai sót là gửi chip 1c bị size nhỏ n vẫn,positive,5
giao hơi chậm,negative,2
rẻ mà tốt vải mặc khá thích,positive,4
sao ao nay ko giong nhu anh ha,negative,2
ai mua thì để ý,neutral,3
ai đời lại bán xịn hơn trong hình vậy,positive,4
mong là bán nhiều đồ đẹp hơn để em ủng hộ có fb thì càng tốt ạ,positive,5
mẫu y hình,neutral,3
nhưng so với 124k thì cũng đáng tiền rồi,positive,4
k trả lời phục vụ rất kém,negative,1
sách nhìn đẹp ơi đẹp yêu chết đi được rất rất thích đấy là mk mới nhìn bên ngoài thôi,positive,5
bill đầu tiên trg ngày của mình mà lại bị tính phí ship nên cuối cùng là có sale cũng như ko,negative,2
chất liệu vải đường may chắc chắn vs giá 88k thì quá rẻ rồi,positive,5
bị giao hàng nhanh lưu kho mất gần 1 tuần,negative,2
giá rẻ 5 sao cho,positive,5
áo màu trắng phải mặc thêm áo lót bên trog thì,neutral,3
hsd tới 25 11 y chang chị mây tư vấn,neutral,3
giao lộn màu tím rồi chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,positive,4
cảm ơn chất lượng sản phẩm tuyệt vời,positive,5
rút kinh nghiệm dáng ko chuẩn như mình thì ko nên mua đồ online,neutral,3
bạn em ai cũng ưng hết trơn mẹ em cũng bảo đẹp,positive,4
chữ e ở và chữ màu trắng trên áo bị mốc,negative,2
hàng y hình luôn,positive,4
hàng chất lượng khá tốt,positive,4
len dày dặn hàng y hình,positive,4
chất lượng sản phẩm tuyệt vời xuất sac lun cj ơi,positive,5
sách rất dẹp,positive,4
mặc lên rất ưng,positive,4
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn tuy nhiên bị giao nhầm màu quần và quần bị rộng nhưng có thể sửa,positive,4
ai mua nên cộng thêm size nha xa quá ko muốn đổi,negative,2
chất vải xấu cứng ráp,negative,1
thích tay dài quá,positive,5
sp bị lỗi mình nói đổi trả thì nhưng khi mình bấm hoàn trả k xac nhận chat cũng k tl mình,negative,2
đương chỉ k chắc áo nhăn nhúm rất không đáng tiền,negative,1
kiểu ko như mong muốn,negative,2
chắc đông khách nên thôi mình cũng ko đôi thành sz m nữa vì đổi chắc sợ cũng ko mặc đẹp,neutral,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời phục vụ rất tốt,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn giao hàng nhanh,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,positive,5
không biết nói gì hơn,neutral,3
mua 2 sản phẩm lại còn được giảm giá,positive,4
áo màu xanh em đặt có mũ lại giao k có mũ,negative,2
vải mỏng 1 chút nhưng áo y hình khá đẹp,positive,4
chất lượng sản phẩm kém đóng gói sản phẩm kém phục vụ kém thời gian giao hàng chậm,negative,1
nhưng nhận dk hàng rồi thì thấy lắm thấy có niềm tin vào rồi,positive,4
chưa từng thấy nào bán sữa mà đóng gói bao bì có tâm như vậy,positive,4
đáng lẽ cho 4 sao thôi vì sp nhận được không giống mô tả,neutral,3
sản phầm quá tệ,negative,1
áo đẹp nhưng tay áo vẫn còn nhiều chỉ thừa và bị dơ ở 2 ống tay,negative,2
đóng gói sản phẩm cũng đẹp 5 cho,positive,5
tiền nào cua nấy,neutral,3
chất lượng sản phẩm tạm được tien nao vai day,neutral,3
chất liệu vải không nhăn nhưng đổi lại sẽ khó thấm mồ hôi,neutral,3
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn,positive,5
ung y quá,positive,5
mỗi tội con hạc ko xuất hiện ở mặt trước như ảnh mẫu nên nhìn ko đẹp lắm ko biết có phải do số mình đen vào chiếc ít hạc ko,negative,2
chỉ là mk đã đo đạc kỹ càng lắm rồi mới chon size nhưng mang vào vẫn hơi hơi chật xíu,negative,2
anh shipper đẹp trai dthw,positive,4
nghe đc 1 ngày sau thì 1 bên to 1 bên nhỏ,negative,2
châu lười đánh giá lắm mà nhận đc hàng ko thề nào ko đánh giá vì hàng quá đẹp quá rẻ,positive,5
phục vụ kém thời gian giao hàng chậm,negative,1
vải dày giống như hình,neutral,3
hoạ tiết rõ nét m mua 3 bộ thì có 1 bộ chất mềm mại hơn hẳn 2 bộ còn lại và 1 bộ thì hơi cứng nhưng so vs giá tiền như vậy thì cũng hợp lý,positive,4
chất liệu da cứng hơi thô dây đeo không chắc chắn lắm tạm được nhưng so với tiền bỏ ra thì mua bị mắc,negative,2
đuong may ẩu màu tối,negative,2
hàng so vs giá đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh co ca sp tang kem nua ak mui rat thom lam,positive,5
hợp túi tiền túi sách giao hàng hơi lâu chút ạ,positive,4
có những sp ko có ảnh thật nhưng vẫn cam kết hang giống ảnh,negative,1
phục vụ rất tốt thời gian giao hàng tốc độ tên lửa,positive,5
áo khác không giống hình chất lượng sản phẩm tạm đượ,neutral,3
cute mà ko biết chăn có bị rụng lông không,positive,4
mình đặt mua 2 cái váy và 1 cái áo,neutral,3
chất lượng sản phẩm tốt giao nhầm mẫu nhưng ko sao,positive,4
giao nhầm size chất lượng sản phẩm tốt,neutral,3
thanks nhiều nhé,positive,4
nên thận trọng ktra hàng kĩ trc khi giao cho kh,negative,2
quần áo xước vải nhiều chỗ,negative,2
bọn mày mù màu à,negative,1
đóng gói sản phẩm rất đẹp và chắc chắn mua có tuyp srm vs tuýp kcn mà đóng thùng lót xốp lun á,positive,5
đồ đẹp qá đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt phục vụ rất tốt rất đáng tiền chất lượng sản phẩm tuyệt vời,positive,5
hình thức thì chưa đc như hình,negative,2
phục vụ khá tốt,positive,4
mong bán được nhiều hơn nữa,positive,4
rất không đáng tiền nhắn tin hỏi lại thì không trả lời,negative,1
túi hơi mỏng,negative,2
đóng gói sản phẩm rất kém chất lượng sản phẩm kém,negative,1
sản phẩm rất chất lượng,positive,5
dep y hinh,positive,4
lần sau sẽ ủng hộ tiếp,positive,5
chất lượng sản phẩm tạm được nhưng mặn quá,negative,2
rẻ nhưng đẹp thật v,positive,4
có thêm túi hoa khô nữa nhận áo là thơm ngát luôn,positive,4
bán hàng uy tín,positive,4
báo đã nhận hàng rồi mà 4 ngày sau mới giao,negative,2
son thơm nhẹ,positive,4
màu áo không hề giống hình đăng,negative,2
hàng kém chất luọng,negative,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,positive,5
đóng gói hàng rất đẹp và chắc chắn,positive,4
minh ua ao cho ox va minh ck minh rat thich ao nay miem mai va rat mat,positive,5
sản phẩm dễ phối đồ,positive,4
sách đẹp lắm,positive,4
kể ra ngực mà to lên 1 size nữa thì mặc hơi bị đẹp luôn,neutral,3
áo chật k mặc dk mà lỡ mua 3 cái r áo đẹp,positive,5
mình tưởng trắng tinh mà ở ngoài màu đục quá hơi kì,negative,2
chất lượng âm thanh kém,negative,2
hài lòng với áo này,positive,4
áo khá xinh ấm áp cho mùa đông này,positive,4
ao len chat min đep,positive,4
quần xinh ạ,positive,4
quần siêu siêu đẹp luôn mà giá quá rẻ chắc chắn sẽ ủng hộ chị dài dài,positive,5
k biết mặc có sao k nữa,neutral,3
áo đẹp lắm nha tks,positive,5
úi đẹp dã man,positive,5
moi đat hom qua ma hnay đa nhan đuoc roi thời gian giao hàng rất nhanh rất đáng tiền,positive,5
không có lớp lót nỉ bên trong như thông tin qc,negative,2
form phù hợp cho nhữg bạn dág gầy,neutral,3
áo như hình nhưng vãi k đẹp giặc hoài k hết mùi,negative,2
giao size 34,negative,1
đăng một kiểu bán một kiểu đăng 35k 5 cái nhưng khi bán 35k có 1cai,negative,1
chất lượng tốt đúng như quảng cáo giá rẻ sẽ ủng hộ tiếp,positive,4
kiểu dáng giống với hình nhưng vải xấu,negative,2
mình 50kg ko mạc vừa,negative,2
chọn màu trắng thì gửi màu cam,negative,2
đã đọc hết tất cả đánh giá của người mua trước nên quyết định mua lên 1 size,neutral,3
thời gian giao hàng chậm chất lượng sản phẩm tuyệt vời,neutral,3
k bao giờ quay lại lần 2,negative,1
vải được nhưng ráp vải chưa chuẩn bên trái và bên phải của váy lệch nhau phần váy đang còn bị lệch đường chỉ và các chỗ nối với nhau,negative,2
vải mỏng chật,negative,2
chất vải đẹp túi rất xinh,positive,4
trả lời nhiệt tình,positive,4
váy đẹp nhưg mặt hơi chật,neutral,3
chủ nhiệt tình thích bảng mắt số 2 lắm màu đẹp cực,positive,4
lần sau sẽ ủng hộ nữa,positive,4
thời gian giao hàng rất nhanh sp đúng hình,positive,4
nhưng nói gì bi giờ,neutral,3
vải hơi mỏng nhưng thấy không bị lộ nhiều,neutral,3
thời gian giao hàng rất nhanh nhận hàng trong 2 ngày,positive,4
áo y hình vải siêu mịn giá lại quá rẻ so với chất lượng bạn chủ lại nhiệt tình tư vấn và trả lời tất cả câu hỏi của mình,positive,4
khá đẹp nhưng thật sự âm thanh không to,neutral,3
rất hài lòng màu đẹp như hình chất mềm mịn,positive,5
ta nói trước khi mua đắn đo dữ lắm mới dám đặt hàng đặt rồi thì cứ mong chờ miết ấy 3 đến khi nhận được hàng rồi thì ưng gì đâu á đúng là không uổng tiền mà 3 chắc chắn sẽ ủng hộ dài dài,positive,5
chất lượng sản phẩm tuyệt vời phục vụ rất tốt rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn mong sẽ thêm hàng đẹp hơn,positive,5
chị chủ rất nhiệt tình dễ thương,positive,5
đóng gói sản phẩm chắc chắn 99k là rẻ nhất shopee rồi,positive,4
vải cứng nhưng form rộng chất tốt mắc cũng ấm nhưng k hút mồ hôi đc ns chung cũng dc vs giá này vậy là tốt rồi các bạn nên mua nhé,positive,5
chất lượng sản phẩm tuyệt vời,positive,5
phần vai áo quá rộng ko đúng form áo nhưng sửa 1 tí là,neutral,3
áo phù hợp với giá tiền,positive,4
đẹp hơn mong đợi,positive,5
ảnh thi đẹp ngoài thi xấu quá,negative,1
nhưng vải hơi tệ tý,negative,2
không còn gì để nói,negative,1
ko ghi rõ size sp chỉ phù hợp cho người dưới 45kg,neutral,3
chất lượng sản phẩm tạm được tại sao hình đủ 5 màu mà chỉ giao màu đen màu xám màu trắng cho mình vậy,neutral,3
hàng đẹp quá trời lun cực yêu luôn chủ còn dễ thương nx,positive,5
nạp chậm nạp 200 mà chuyển cho có 100,negative,1
nên may thêm lót vải bên trong,neutral,3
tiền nào của nấy mà ship lâu quá nên trừ 1 sao,negative,2
áo chất đẹp ạ,positive,4
áo màu trắng bị có 1 vài vệt nhựa giặt k hết,negative,2
tã size nhỏ giống bobby nhưng thấm khô hơn,neutral,3
không phải dáng ôm sát body size s vẫn khá rộng với mình dù mh cao 1 6m 46kg,negative,2
đóng gói sai mẫu đã chọn,negative,2
giao hàng rất nhanh chất vải đẹp nhưng màu k giống hình và hơi nhiều chỉ thừa ạ,neutral,3
áo đẹp o ra màu,positive,4
giao hàng ko đúng,negative,2
form hơi ngắn,negative,2
giao hàng như thằng ngáo đá chất lượng sản phẩm tuyệt vời,positive,4
có điều 7 10 cái cổ vuông rõ đẹp còn 3 cái cổ bị nông nhìn giống cổ tròn hơn vuông,negative,2
mua mà ưng lắm luôn ạ,positive,5
áo đẹp chất đẹp mặc lên rất ưng ý mua 1 lần là muốn quay lại,positive,5
rất đẹp nhé tư vấn rất nhiệt tình và dễ thương,positive,5
đóng gói chắc chắn,positive,4
có nhã ý đổi tuy nhiên mình đã k đổi,neutral,3
chất không đc đẹp,negative,2
cái quần nó nhỏ quá người lớn mặc ko vừa,negative,2
áo của jumsuit quá nhỏ mặc ko đc dù người mình mỏng như lá lúa rồi dù sao chất vải áo nhưng ko mặc được,negative,2
áo đẹp thời gian giao hàng rất nhanh,positive,4
mong lsau cẩn thận hơn,neutral,3
gửi áo rách cho khách hàng,negative,1
mẫu giống hình nhưng chất k giống,neutral,3
chất liệu bình thường,neutral,3
san pham lm nha,positive,4
vải dày dặn đẹp nhưng có điều size giống size l,neutral,3
bị rụng mất 1 hạt chuông,negative,2
vải đẹp chất lượng sản phẩm tuyệt vời,positive,5
bung chỉ 1 đoạn nên phải tự may lại,negative,2
hàng tuyệt vờii ạ,positive,5
gửi sai mẫu,negative,1
đẹp lắm tuy giặt hơi ra nhiều màu nhưng vẫn cho 5 sao,positive,4
phần thân trên thì ổn,neutral,3
vải cũng tạm hơi ngắn,neutral,3
chất vải đẹp giống hình,positive,4
giày đẹp 3 dây giày tặng kèm xinh lém nha,positive,4
vừa nhận hàng chưa thử được nhưng chất đẹp dai,positive,4
chất đẹp phom dáng đẹp,positive,4
mua hang vài lần mà chất lương dieu 0k hết nha,positive,5
ưng lắm ạ,positive,5
xài được chắc 1 tháng,neutral,3
hàng không như ảnh cảm giác khá tệ,negative,2
áo đẹp rộng đúng ý vải ổn trong tầm giá,positive,4
giao hàng siêu nhanh 2h chiều đặt hàng 5h nhận đc đóng hàng siêu chắc chắn sẽ quay lại lần 2,positive,4
đầm đẹp đóng gói sản phẩm rất đẹp và chắc chắn,positive,4
lần đầu mua q ao trên shopee lúc đầu thấy lo vì mk đặt 3 bộ liền mà chất lượng k ra j thì phí tiền,neutral,3
với giá này là mắc và gà làm mặn quá có thể do khẩu vị mỗi người,negative,2
form sản phẩm cũng nhỏ nên chỉ thích hợp cho người nhỏ con từ 45kg trở lại chứ trên 45kg có thể không vừa,neutral,3
đúng với kỳ vọng,positive,5
áo như hình tuy thời gian giao hành lâu nhưng không sao,neutral,3
màu ko giống như hình,negative,2
vải k dày lắm tưởng rộng nhưg mặc cũng ổn tư vấn nhiệt tình,neutral,3
chất rất ổn,positive,4
áo đẹp bạn nào muốn mua cứ an tâm nha mình mua 1 lượt 3 áo áo nào cũng đẹp,positive,5
váy mặc rất vừa và đẹp,positive,5
áo đẹp nhưng màu không phải đỏ đô mà nghiêng về đỏ bã trầu hơn,positive,4
thời gian giao hàng cực kì nhanh đặt hàng thứ 6 t7 đã nhận được rồi,positive,5
áo hồng bị bóng màu đậm hơn so với hình,negative,2
vải đẹp màu y hình,positive,4
áo hơi mỏng như hình dep,neutral,3
đường may xấu chất tạm ổn,negative,2
vải quá mỏng cần mặc thêm váy lót bên trong màu nhìn cũ,negative,1
quần vải đẹp chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,positive,5
sao sáng ít quá hầu như đều ko sáng,negative,1
chất lượng sản phẩm tuyệt vời áo đẹp chất đẹp mình rất ưng,positive,5
hàng này xài đã lắm mà phù hợp túi tiền nữa mn,positive,4
chất lượng sản phẩm tuyệt vời giao hàng nhanh,positive,5
áo giống hình nhưng chất vải không được đẹp,negative,2
chất lượng sản phẩm tạm được áo hơi mỏng nhưng mặc ấm,positive,4
quần lên form cực đẹp,positive,5
giao tiếp với khách hàng thân thiện,positive,4
lên đồ rất đẹp,positive,4
trời ơi nhận cái áo khác xa hình,negative,2
nói chung hàng như hình,neutral,3
chưa dùng thử nên chưa biết chất lượng nhưng nhìn rất ưng,positive,4
vào mở thì có bịch như bị chuột mâm ý,negative,1
chất lượng sản phẩm tuyệt vời chất sờ siêu thích mà ấm sẽ ủng hộ dài,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh đã ủng hộ lần 2 sẽ ủng hộ tiếp ạ,positive,5
tôi là người cực kì kỹ tính khi mua hàng online,neutral,3
phục vụ rất tốt chất lượng nhé,positive,5
giao hàng siêu siêu thần tốc luôn,positive,4
